experiment,sweep_id,repeat_index,M,N,K,iters,flops,dtype,locality,operand_dist_a,operand_dist_b,util_frac,energy_j,duration_s,mean_power_w,meter_method,r_j_per_flop,gpu_name,gpu_uuid,driver_version,cuda_version,torch_version,persistence_mode,sm_clock_mhz,mem_clock_mhz,power_limit_w,temperature_c,throttled,throttle_reasons,clocks_locked,timestamp_utc
3,016bc12dea38,0,8192,8192,8192,121,1064327255687168,fp16,dram,dense_random,dense_random,1.0,1946.487,3.9104074659990147,497.77088882033416,nvml_energy_counter,1.828842576001944e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,69.0,True,4,False,2026-06-18T02:37:45.407528+00:00
3,016bc12dea38,1,8192,8192,8192,121,1064327255687168,fp16,dram,dense_random,dense_random,1.0,1953.942,3.9135010560275987,499.2823489827673,nvml_energy_counter,1.8358470005904947e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,69.0,True,4,False,2026-06-18T02:37:45.407528+00:00
3,016bc12dea38,2,8192,8192,8192,121,1064327255687168,fp16,dram,dense_random,dense_random,1.0,1956.052,3.9176217999774963,499.2957717386696,nvml_energy_counter,1.8378294735458053e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,69.0,True,4,False,2026-06-18T02:37:45.407528+00:00
3,016bc12dea38,3,8192,8192,8192,121,1064327255687168,fp16,dram,dense_random,dense_random,1.0,1956.28,3.9020290699554607,501.349417169342,nvml_energy_counter,1.8380436933722564e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,69.0,True,4,False,2026-06-18T02:37:45.407528+00:00
0,016bc12dea38,0,8192,8192,8192,376,413416372043776,fp16,dram,reference_drift,reference_drift,,748.834,1.5266265799873509,490.51549987175287,nvml_energy_counter,1.8113312646474173e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,70.0,True,4,False,2026-06-18T02:37:57.675592+00:00
0,016bc12dea38,1,8192,8192,8192,376,413416372043776,fp16,dram,reference_drift,reference_drift,,748.993,1.5238559889839962,491.5116686973667,nvml_energy_counter,1.8117158648005609e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,70.0,True,4,False,2026-06-18T02:37:57.675592+00:00
0,016bc12dea38,2,8192,8192,8192,376,413416372043776,fp16,dram,reference_drift,reference_drift,,751.4,1.526532121002674,492.22678623130247,nvml_energy_counter,1.81753808221324e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,70.0,True,4,False,2026-06-18T02:37:57.675592+00:00
0,016bc12dea38,3,8192,8192,8192,376,413416372043776,fp16,dram,reference_drift,reference_drift,,753.707,1.5198559919954278,495.9068516816871,nvml_energy_counter,1.82311841273715e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1290,1593,500.0,70.0,True,4,False,2026-06-18T02:37:57.675592+00:00
3,016bc12dea38,0,8192,8192,8192,94,826832744087552,fp16,dram,dense_random,dense_random,0.75,1642.622,4.013301839004271,409.29440792012457,nvml_energy_counter,1.9866436250208126e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1395,1593,500.0,67.0,True,4,False,2026-06-18T02:38:29.972655+00:00
3,016bc12dea38,1,8192,8192,8192,94,826832744087552,fp16,dram,dense_random,dense_random,0.75,1645.896,4.0147928390069865,409.95788973437885,nvml_energy_counter,1.9906033133899675e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1395,1593,500.0,67.0,True,4,False,2026-06-18T02:38:29.972655+00:00
3,016bc12dea38,2,8192,8192,8192,94,826832744087552,fp16,dram,dense_random,dense_random,0.75,1649.416,4.010808581020683,411.2427623210708,nvml_energy_counter,1.9948605226323087e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1395,1593,500.0,67.0,True,4,False,2026-06-18T02:38:29.972655+00:00
3,016bc12dea38,3,8192,8192,8192,94,826832744087552,fp16,dram,dense_random,dense_random,0.75,1652.699,4.012730351998471,411.8639567138873,nvml_energy_counter,1.9988310959114584e-12,NVIDIA A100-SXM4-80GB,GPU-dffa343b-4544-b7b6-4b97-d1ec23edab0a,595.71.05,13020,2.5.1+cu124,True,1395,1593,500.0,67.0,True,4,False,2026-06-18T02:38:29.972655+00:00
